event_id,time,angle,pol_x,pol_y,pol_z,energy
843,7.991931,50.214785,0.998715,0.000000,-0.050675,30.000000
844,8.001888,50.277342,0.999930,0.000000,0.011860,30.000000
845,8.010969,50.334402,0.997626,0.000000,0.068865,30.000000
846,8.016280,50.367771,0.994773,0.000000,0.102111,30.000000
847,8.037144,50.498867,0.972889,0.000000,0.231272,30.000000
848,8.040875,50.522306,0.967202,0.000000,0.254009,30.000000
849,8.044442,50.544718,0.961266,0.000000,0.275621,30.000000
850,8.045624,50.552148,0.959192,0.000000,0.282755,30.000000
851,8.049962,50.579406,0.951129,0.000000,0.308793,30.000000
852,8.053822,50.603658,0.943361,0.000000,0.331767,30.000000
853,8.058705,50.634338,0.932741,0.000000,0.360548,30.000000
854,8.062272,50.656747,0.924428,0.000000,0.381358,30.000000
855,8.069073,50.699478,0.907293,0.000000,0.420500,30.000000
856,8.069968,50.705107,0.904911,0.000000,0.425600,30.000000
857,8.087990,50.818341,0.851027,0.000000,0.525122,30.000000
858,8.094501,50.859248,0.828840,0.000000,0.559486,30.000000
859,8.096815,50.873787,0.820618,0.000000,0.571477,30.000000
860,8.105491,50.928305,0.788259,0.000000,0.615344,30.000000
861,8.119514,51.016410,0.731057,0.000000,0.682317,30.000000
862,8.134367,51.109734,0.664291,0.000000,0.747474,30.000000
863,8.156134,51.246502,0.556176,0.000000,0.831065,30.000000
864,8.159859,51.269905,0.536576,0.000000,0.843852,30.000000
865,8.160662,51.274951,0.532311,0.000000,0.846549,30.000000
866,8.181846,51.408056,0.415255,0.000000,0.909705,30.000000
867,8.192798,51.476868,0.351723,0.000000,0.936104,30.000000
868,8.199866,51.521279,0.309816,0.000000,0.950796,30.000000
869,8.204344,51.549413,0.282948,0.000000,0.959135,30.000000
870,8.204943,51.553174,0.279338,0.000000,0.960193,30.000000
871,8.225449,51.682020,0.153648,0.000000,0.988126,30.000000
872,8.247027,51.817597,0.018681,0.000000,0.999825,30.000000
873,8.252524,51.852139,-0.015859,0.000000,0.999874,30.000000
874,8.264235,51.925722,-0.089324,0.000000,0.996003,30.000000
875,8.279613,52.022344,-0.184994,0.000000,0.982740,30.000000
876,8.280378,52.027148,-0.189713,0.000000,0.981840,30.000000
877,8.286601,52.066249,-0.227949,0.000000,0.973673,30.000000
878,8.304761,52.180354,-0.337326,0.000000,0.941388,30.000000
879,8.315350,52.246887,-0.399167,0.000000,0.916878,30.000000
880,8.326142,52.314695,-0.460374,0.000000,0.887725,30.000000
881,8.328438,52.329121,-0.473131,0.000000,0.880992,30.000000
882,8.329677,52.336905,-0.479975,0.000000,0.877282,30.000000
883,8.332320,52.353513,-0.494478,0.000000,0.869190,30.000000
884,8.361261,52.535349,-0.643507,0.000000,0.765441,30.000000
885,8.361427,52.536397,-0.644308,0.000000,0.764766,30.000000
886,8.383038,52.672181,-0.741902,0.000000,0.670508,30.000000
887,8.390722,52.720461,-0.773397,0.000000,0.633922,30.000000
888,8.399185,52.773636,-0.805997,0.000000,0.591920,30.000000
889,8.400050,52.779073,-0.809203,0.000000,0.587529,30.000000
890,8.409074,52.835767,-0.841195,0.000000,0.540732,30.000000
891,8.416847,52.884612,-0.866593,0.000000,0.499016,30.000000
892,8.419545,52.901559,-0.874924,0.000000,0.484259,30.000000
893,8.431619,52.977427,-0.909113,0.000000,0.416550,30.000000
894,8.431877,52.979047,-0.909786,0.000000,0.415078,30.000000
895,8.432277,52.981558,-0.910826,0.000000,0.412792,30.000000
896,8.433822,52.991269,-0.914791,0.000000,0.403927,30.000000
897,8.444519,53.058478,-0.939853,0.000000,0.341580,30.000000
898,8.451176,53.100302,-0.953313,0.000000,0.301984,30.000000
899,8.467590,53.203440,-0.979338,0.000000,0.202231,30.000000
900,8.496545,53.385368,-0.999764,0.000000,0.021705,30.000000
901,8.498430,53.397209,-0.999951,0.000000,0.009866,30.000000
902,8.517956,53.519896,-0.993642,0.000000,-0.112582,30.000000
903,8.520314,53.534713,-0.991865,0.000000,-0.127291,30.000000
904,8.522403,53.547836,-0.990110,0.000000,-0.140296,30.000000
905,8.529205,53.590578,-0.983211,0.000000,-0.182475,30.000000
906,8.530772,53.600423,-0.981366,0.000000,-0.192146,30.000000
907,8.540794,53.663393,-0.967330,0.000000,-0.253521,30.000000
908,8.552049,53.734106,-0.947000,0.000000,-0.321233,30.000000
909,8.575247,53.879869,-0.890300,0.000000,-0.455375,30.000000
910,8.583163,53.929606,-0.866559,0.000000,-0.499075,30.000000
911,8.583547,53.932019,-0.865352,0.000000,-0.501165,30.000000
912,8.601001,54.041681,-0.805305,0.000000,-0.592860,30.000000
913,8.602525,54.051261,-0.799589,0.000000,-0.600548,30.000000
914,8.615116,54.130371,-0.749628,0.000000,-0.661859,30.000000
915,8.626863,54.204177,-0.698782,0.000000,-0.715334,30.000000
916,8.629108,54.218286,-0.688621,0.000000,-0.725121,30.000000
917,8.678770,54.530321,-0.432758,0.000000,-0.901510,30.000000
918,8.680464,54.540964,-0.423139,0.000000,-0.906065,30.000000
919,8.687431,54.584737,-0.383085,0.000000,-0.923713,30.000000
920,8.700698,54.668101,-0.304840,0.000000,-0.952404,30.000000
921,8.704777,54.693728,-0.280335,0.000000,-0.959902,30.000000
922,8.727012,54.833434,-0.143936,0.000000,-0.989587,30.000000
923,8.732185,54.865934,-0.111704,0.000000,-0.993742,30.000000
924,8.742414,54.930209,-0.047645,0.000000,-0.998864,30.000000
925,8.753011,54.996790,0.018917,0.000000,-0.999821,30.000000
926,8.762854,55.058639,0.080679,0.000000,-0.996740,30.000000
927,8.777052,55.147843,0.169154,0.000000,-0.985590,30.000000
928,8.798240,55.280973,0.298482,0.000000,-0.954415,30.000000
929,8.802521,55.307870,0.324042,0.000000,-0.946043,30.000000
930,8.804189,55.318349,0.333937,0.000000,-0.942595,30.000000
931,8.824263,55.444478,0.449859,0.000000,-0.893100,30.000000
932,8.842071,55.556374,0.546771,0.000000,-0.837283,30.000000
933,8.848072,55.594073,0.577939,0.000000,-0.816080,30.000000
934,8.858593,55.660180,0.630587,0.000000,-0.776119,30.000000
935,8.862873,55.687075,0.651230,0.000000,-0.758881,30.000000
936,8.872504,55.747585,0.695930,0.000000,-0.718110,30.000000
937,8.885645,55.830154,0.752785,0.000000,-0.658267,30.000000
938,8.890646,55.861575,0.773093,0.000000,-0.634292,30.000000
939,8.907644,55.968378,0.836304,0.000000,-0.548266,30.000000
940,8.923527,56.068172,0.886766,0.000000,-0.462219,30.000000
941,8.924402,56.073672,0.889294,0.000000,-0.457335,30.000000
942,8.927274,56.091714,0.897401,0.000000,-0.441217,30.000000
943,8.950569,56.238086,0.952156,0.000000,-0.305613,30.000000
944,8.954250,56.261213,0.958969,0.000000,-0.283512,30.000000
945,8.967911,56.347045,0.979743,0.000000,-0.200260,30.000000
946,8.997694,56.534181,0.999895,0.000000,-0.014486,30.000000
947,9.001446,56.557750,0.999959,0.000000,0.009082,30.000000
948,9.023810,56.698268,0.988831,0.000000,0.149043,30.000000
949,9.028740,56.729244,0.983740,0.000000,0.179596,30.000000
950,9.044333,56.827219,0.961455,0.000000,0.274963,30.000000
951,9.045191,56.832611,0.959958,0.000000,0.280143,30.000000
952,9.048889,56.855846,0.953190,0.000000,0.302371,30.000000
953,9.072109,57.001741,0.899106,0.000000,0.437731,30.000000
954,9.080941,57.057235,0.873443,0.000000,0.486926,30.000000
955,9.093812,57.138107,0.831252,0.000000,0.555895,30.000000
956,9.098257,57.166038,0.815404,0.000000,0.578893,30.000000
957,9.103709,57.200290,0.795101,0.000000,0.606477,30.000000
958,9.124159,57.328781,0.710834,0.000000,0.703360,30.000000
959,9.151539,57.500817,0.579934,0.000000,0.814664,30.000000
960,9.153107,57.510669,0.571879,0.000000,0.820338,30.000000
961,9.169717,57.615028,0.483314,0.000000,0.875447,30.000000
962,9.176645,57.658559,0.444759,0.000000,0.895650,30.000000
963,9.176881,57.660042,0.443430,0.000000,0.896309,30.000000
964,9.183477,57.701485,0.405914,0.000000,0.913911,30.000000
965,9.196054,57.780511,0.332500,0.000000,0.943103,30.000000
966,9.209891,57.867455,0.249350,0.000000,0.968413,30.000000
967,9.216745,57.910518,0.207429,0.000000,0.978250,30.000000
968,9.219869,57.930146,0.188190,0.000000,0.982133,30.000000
969,9.224951,57.962079,0.156736,0.000000,0.987641,30.000000
970,9.226698,57.973050,0.145891,0.000000,0.989301,30.000000
971,9.231352,58.002298,0.116898,0.000000,0.993144,30.000000
972,9.240523,58.059921,0.059507,0.000000,0.998228,30.000000
973,9.248173,58.107985,0.011479,0.000000,0.999934,30.000000
974,9.255780,58.155782,-0.036310,0.000000,0.999341,30.000000
975,9.256259,58.158790,-0.039316,0.000000,0.999227,30.000000
976,9.263832,58.206372,-0.086799,0.000000,0.996226,30.000000
977,9.288441,58.360999,-0.239193,0.000000,0.970972,30.000000
978,9.289514,58.367736,-0.245729,0.000000,0.969339,30.000000
979,9.290531,58.374131,-0.251923,0.000000,0.967747,30.000000
980,9.306165,58.472361,-0.345618,0.000000,0.938375,30.000000
981,9.310620,58.500352,-0.371745,0.000000,0.928335,30.000000
982,9.311647,58.506801,-0.377724,0.000000,0.925918,30.000000
983,9.324740,58.589068,-0.452533,0.000000,0.891747,30.000000
984,9.335080,58.654039,-0.509475,0.000000,0.860486,30.000000
985,9.339740,58.683314,-0.534444,0.000000,0.845204,30.000000
986,9.350140,58.748663,-0.588497,0.000000,0.808499,30.000000
987,9.350596,58.751526,-0.590810,0.000000,0.806811,30.000000
988,9.352074,58.760813,-0.598277,0.000000,0.801289,30.000000
989,9.364628,58.839693,-0.659557,0.000000,0.751655,30.000000
990,9.392991,59.017901,-0.782355,0.000000,0.622833,30.000000
991,9.394960,59.030272,-0.789999,0.000000,0.613108,30.000000
992,9.396073,59.037265,-0.794268,0.000000,0.607568,30.000000
993,9.398240,59.050882,-0.802467,0.000000,0.596697,30.000000
994,9.398510,59.052578,-0.803478,0.000000,0.595335,30.000000
995,9.419396,59.183813,-0.874473,0.000000,0.485074,30.000000
996,9.420886,59.193173,-0.878975,0.000000,0.476867,30.000000
997,9.439755,59.311731,-0.929209,0.000000,0.369555,30.000000
998,9.449133,59.370653,-0.949359,0.000000,0.314194,30.000000
999,9.459284,59.434437,-0.967455,0.000000,0.253042,30.000000
